Nome,ate1930,ate1940,ate1950,ate1960,ate1970,ate1980,ate1990,ate2000,ate2010
WALISON,,,,,34,383,2256,7964,7449
MARIELE,,,,25,110,419,3979,7845,7437
KETLEN,,,,,,76,443,3462,7429
EMANUELA,29,95,47,52,84,948,6017,5182,7411
KAYLANE,,,,,,,,102,7410
EVANDRO,150,587,1756,4674,13616,34707,36223,21986,7394
GEOVANI,27,106,203,555,2352,5282,8099,12919,7364
SANDRA,113,428,5365,45199,128709,177796,94529,20879,7361
CAMILLY,,,,,,,44,182,7346
YARA,250,861,1455,2101,1985,2006,3170,6604,7336
RAPHAEL,103,198,114,124,166,1221,11872,11765,7319
MIQUEIAS,,,35,83,263,670,2405,5133,7293
LUNA,,,20,47,78,93,544,1399,7250
ISIS,99,243,445,689,722,1424,4504,4994,7203
ELTON,23,116,400,1083,6024,9603,30118,17337,7193
NICOLY,,,,,,,104,816,7180
ARIELE,,,,,,45,1368,5309,7172
CASSIANE,,,,,57,626,2754,3466,7139
GABRIELY,,,,,,25,173,1680,7118
RUTE,899,2163,4130,7070,9709,8807,6764,8097,7114
JENIFFER,,,,,21,120,1815,7259,7094
LILIANE,,58,121,916,4239,13028,39294,23588,7046
DARLAN,,,187,188,794,1999,6099,9123,7028
WALLACE,,67,96,266,819,2722,7532,12882,7018
SUZANA,445,878,2039,4820,9458,16303,21174,11813,7014
LUCA,,24,28,41,116,129,424,3308,7013
GABRIELLA,,,28,,45,299,1347,5131,6926
WALACE,,45,93,198,597,2212,6682,11677,6923
JORDANA,,,,27,91,471,5343,8118,6904
CRISLAINE,,,,,57,529,5403,11711,6889
STEFANE,,,,,24,57,672,4269,6884
EMANUELLE,,,,,,258,1678,2215,6848
WELINTON,,42,87,393,1379,3676,8882,10759,6781
RAILANE,,,,,,56,514,4306,6781
LIDIANE,,,33,103,357,7475,47763,24694,6779
LORENZO,,39,59,85,101,161,273,962,6750
CAMILY,,,,,,,46,202,6711
TALISSON,,,,,,30,370,3952,6696
MAX,61,166,275,618,1767,4610,9437,10599,6691
LAUANE,,,,,,21,201,1396,6664
BRAYAN,,,,,,,151,1336,6612
GIOVANI,38,87,187,550,2365,5195,6712,10108,6602
MICAELA,,24,34,28,48,152,1186,6086,6579
SIMONE,84,238,672,2330,28856,142900,126421,32427,6571
JHON,,,,42,162,444,2540,9650,6534
REINALDO,703,2444,7000,14634,26234,35765,29470,11553,6533
BRENA,,,,,31,153,1113,8627,6514
ALBERTO,2637,5624,9119,16673,22311,18515,17666,9305,6509
WILSON,1784,6593,16135,33983,43495,37977,26649,15717,6467
TATIANA,42,50,147,308,1934,32897,73375,27718,6445
MAYRA,,,21,99,221,690,4276,9125,6420
ABRAAO,149,316,610,1072,1689,2402,3839,4708,6387
MAURO,706,3236,9097,25135,43438,40768,25578,12460,6358
NICOLLY,,,,,,,57,503,6339
IZAQUE,42,110,216,484,850,1213,2313,3171,6324
KELI,,,,34,439,5813,15723,10184,6322
MICHELI,,,34,39,98,3248,18438,12685,6318
PRICILA,41,45,75,112,279,2822,24083,20552,6298
RAILSON,,,21,59,315,864,1953,7109,6291
WILIAM,,46,123,420,876,2230,6756,10764,6281
DAIANA,,,,40,141,1643,36280,29011,6238
MIKAELE,,,,,,24,439,3286,6222
MICAELI,,,,,,,323,2918,6182
ALEXSANDRO,,,,27,230,11797,17538,10002,6177
MARCELE,,,20,69,185,1495,5510,6285,6174
MAYSA,,,28,187,374,526,1088,2567,6166
ANNY,,32,20,,77,269,1148,2358,6156
EDILSON,94,550,2467,7769,27425,38035,28609,13181,6142
JOELMA,,70,192,453,6537,35382,31098,13985,6140
GILBERTO,812,3429,11744,31369,51108,53961,39293,15463,6087
TAYNA,,,,,,66,705,7637,6035
RAINARA,,,,,,,162,2147,6032
JACSON,,30,124,407,1105,3690,8189,11088,5986
JADE,,20,26,74,103,176,528,4888,5983
KAUANY,,,,,,,,485,5940
ANANDA,,,,,24,136,1354,5817,5928
FABRICIA,,21,,61,279,4196,12937,9950,5911
FRANCIELI,,,,,39,407,10838,17966,5895
KARLA,,,37,166,2201,8243,13545,10272,5878
SILAS,141,465,1039,2095,3440,3730,7747,10077,5857
ELOIZA,60,198,556,1077,1468,1243,1300,1801,5850
GIOVANE,22,63,106,328,1679,3958,5620,9370,5837
TAYNARA,,,,,,21,515,7361,5824
CAMILLE,,,,,,145,451,940,5813
FABIANE,,,,52,632,11067,22707,11462,5791
BRENDO,,,,,,63,184,7477,5784
DANDARA,,,,,22,57,796,5047,5769
JOSIEL,,63,177,531,1674,4957,11559,11038,5739
ELANE,,22,64,311,1186,4293,8732,8228,5736
DEIVISON,,,,24,85,648,4381,6449,5701
THALES,,46,37,109,166,453,2779,8097,5682
NATASHA,,,,,36,340,2609,7715,5680
NAIRA,28,82,254,702,926,1124,3434,5980,5675
RUBENS,1349,5005,9754,18365,22109,17290,15477,10688,5665
GISLAINE,,49,200,773,3849,11394,24251,16631,5658
ABNER,37,102,162,243,341,520,1450,4078,5638
JANDERSON,,,,27,166,1130,5094,8793,5632
SEBASTIAO,17299,45035,84668,112708,101288,55121,28101,12660,5625
ESTHER,533,722,503,626,589,405,734,1687,5616
ELIZA,1749,2651,3098,3800,4023,3805,4697,4340,5595
LUARA,,,,,,45,720,3856,5582
ELEM,,,,53,150,654,2032,3594,5574
JAMILY,,,,,,78,416,1110,5551
VINICIO,23,67,85,142,234,337,1118,3501,5548
KALINE,,,,,52,439,2619,5067,5545
DEVID,,,40,93,172,291,2416,4085,5544
THALIA,,,,,,33,143,7345,5520
SANDY,,,,22,55,162,416,4533,5504
GRASIELE,,,,,21,375,3713,3998,5480
MIRIAM,218,1084,3187,8343,14952,13516,15265,8997,5470
WEMERSON,,,,,69,1435,3288,6959,5470
ANDRIELI,,,,,,33,882,4531,5451
REGINALDO,256,1308,4489,14150,37706,86128,59130,17210,5440
WALISSON,,,,,37,344,2241,6507,5418
KETELIN,,,,,,31,194,2113,5408
THAYNA,,,,,,23,448,7782,5405
ANDREINA,20,46,30,35,48,136,283,293,5399
KAUANI,,,,,,,34,548,5394
KAMILLY,,,,,,,26,144,5383
THAMIRES,,,,,24,61,2066,11282,5381
TOMAS,322,660,955,1242,1257,1231,3103,5521,5360
ENRIQUE,120,276,429,489,612,672,1359,3606,5340
SAMILA,,,,,,86,1178,4017,5312
RAIANA,,,,,20,48,861,5852,5280
INGRIDI,,,,43,59,183,939,4771,5218
ELIANA,58,263,2051,19125,43531,60104,38945,12649,5195
PETERSON,,,,28,166,2184,5108,6251,5173
AILTON,148,1096,4606,12419,26535,28656,21536,13552,5154
EVELLYN,,,,,,24,324,1330,5143
ANALICE,59,197,490,1182,2078,2646,2555,2054,5139
REGIANE,,27,102,567,4609,24169,42204,20031,5107
LEIDIANE,,,,22,105,1223,23164,22823,5106
GILSON,127,817,3793,12460,31897,40780,36031,13753,5099
HUDSON,23,55,132,384,1503,2712,5813,7366,5099
GLORIA,1017,2688,5477,10257,9919,6342,3365,2613,5096
CLARISSE,353,843,1710,2598,3125,2726,2503,2604,5083
ELIEL,22,89,244,738,2192,4961,7480,6668,5077
SILVIA,1355,2870,7750,19350,48662,67534,39293,12610,5072
EVERSON,,25,37,213,976,4616,8725,9162,5047
RANIELE,,,,,64,179,1114,4160,5038
LUMA,,,,,26,58,1057,4089,5036
DAYANE,,,,21,53,457,11495,20652,5033
NOEMI,433,1022,2023,3330,4831,4037,3403,2748,4988
JARDEL,,33,83,194,524,2401,8401,11624,4987
JANIELE,,,,,,154,2535,7289,4961
MAICOM,,,,,29,305,4126,7689,4948
WENDERSON,,,,,83,1192,2729,4504,4941
RAILA,,,,,26,62,356,2916,4941
ERIKE,,,,,25,187,830,2179,4941
LUCCA,,,,,,,68,1460,4928
MAIANE,,,,,20,78,1828,7333,4893
DANIELLE,,,,34,327,5249,15301,10166,4886
FATIMA,123,616,3440,54581,69623,37416,20004,7444,4836
ESTEVAO,307,626,1037,1349,1453,1433,2565,2825,4826
STHEFANY,,,,,,,156,1731,4813
YGOR,,,,,26,98,846,4645,4808
EMANUELLY,,,,,,,253,647,4798
ANDREA,88,149,266,838,15369,88073,51299,15237,4775
SAMILE,,,,,,27,342,1375,4770
IURY,,,,,34,121,632,3395,4745
NUBIA,65,244,571,1252,5356,11114,15373,9984,4713
JOSEANE,,,28,264,2689,12639,28596,17127,4703
GLENDA,,28,48,69,148,565,1423,3200,4702
DEISE,120,540,1523,3676,7863,12514,21958,14311,4688
SUELEM,,,,25,88,295,7880,9208,4684
ALANE,,,,,63,300,2292,5298,4683
KAYKY,,,,,,,,81,4683
MANUELE,,,,,,86,820,1592,4677
GILMAR,49,191,618,11852,39030,48566,39468,16063,4674
LUZIA,9475,23457,41975,57059,53406,37778,21157,9968,4673
ANGELINA,4476,7242,7838,7018,5376,3836,3922,2422,4673
ANTHONY,,,23,35,52,116,354,959,4672
SILVIO,1355,3971,9177,16977,32678,39543,22863,9800,4646
JOSIAS,724,2056,4100,6910,10232,10259,9944,7686,4639
RAFAELLA,,,,,,123,1693,3051,4636
JOHN,35,64,154,276,649,1107,3702,9134,4632
LEILA,120,941,3042,10747,18972,28415,25584,9720,4625
THOMAS,88,161,212,304,462,569,2269,4812,4617
TAUAN,,,,,,,159,1653,4607
GRACIELE,,,,39,163,1272,12078,9981,4594
VALTER,1024,4845,13717,24772,30892,24747,17356,9509,4586
ADILSON,49,858,6887,11723,39221,50215,29855,12037,4585
ROSANA,135,301,698,7510,47783,63040,47366,19365,4566
GLEICE,,,44,203,794,3131,10733,10579,4565
RUTH,2532,4558,4749,6322,6836,5556,4376,5584,4549
HELIO,1646,6130,14385,26044,31328,25976,18935,8540,4541
GLEICIANE,,,,,31,489,6042,9221,4534
CRISLANE,,,,,,87,1720,5388,4532
RAFAELE,,,,,22,84,1996,3417,4522
ISABELLI,,,,,,36,186,919,4517
TULIO,55,128,263,645,1135,1803,5151,10855,4502
TAMIRIS,,,,,24,73,3076,9904,4500
IZABEL,2962,5222,7643,11801,14928,10585,7013,4131,4500
JOELSON,,38,240,788,3036,8014,11577,9781,4496
JAKSON,,26,69,254,589,2074,4623,7477,4491
SILVANA,168,327,722,6044,51046,85223,59290,16602,4472
KAMILE,,,,,,33,123,348,4464
EDER,36,142,268,660,5064,9970,42648,10668,4459
EDNA,860,3518,10761,28953,53793,52793,32392,12096,4446
PATRIK,,,,,35,322,1981,6225,4436
ISABELY,,,,,,,107,637,4425
CRISTOFER,,,,,22,139,830,2638,4420
MATIAS,269,638,994,1343,1391,1315,1826,3237,4412
CLEBERSON,,,,50,187,2227,7397,5740,4394
GRAZIELI,,,,,,387,3293,3550,4382
KELY,,,,28,343,3973,10147,6524,4381
MISAEL,62,162,454,896,1517,2094,3855,4542,4370
JOSEFA,19421,37220,61101,70552,66424,46409,25535,11590,4354
MIRELLA,,,,36,99,496,1230,1890,4349
HENRY,28,40,69,163,227,527,634,720,4336
ROSANGELA,47,137,787,26032,89872,108939,62475,18265,4335
MAIZA,,30,86,262,745,797,1133,2661,4333
LAISLA,,,,,,,223,1167,4328
MARA,254,582,1722,11006,24326,21474,16242,8988,4324
FRANCINE,,38,78,166,398,2194,8329,8636,4319
KAROLAINE,,,,,,,43,3620,4294
SAMIA,,,36,117,420,1394,3895,4459,4292
REGINA,4462,7852,19282,52225,71492,54534,27589,11369,4281
APARECIDA,7342,20403,39375,73918,81759,46341,22072,8535,4279
JAIRO,288,1349,3322,8588,15097,18162,17998,9640,4263
ANDREW,,,,30,63,135,834,3212,4257
EVA,3526,10401,21775,35521,36038,26641,15717,7171,4249
IGO,,,,,,143,1153,4739,4242
LORRANA,,,,,,,184,2729,4241
NATACHA,,,,,32,250,1320,4991,4238
STEPHANY,,,,,,,285,2353,4234
VANESA,,,,45,92,997,6809,7225,4213
CLARISSA,,60,136,234,425,1452,4003,3096,4209
RAILAN,,,,,,37,236,2497,4178
FREDERICO,462,1052,1614,2284,2987,6094,11387,6764,4177
KETLYN,,,,,,20,226,1658,4177
SHEILA,,31,1030,2414,6597,25223,30585,16093,4176
ELISANGELA,,41,56,221,996,61620,64545,15616,4174
MESSIAS,570,1559,2601,3888,5198,5453,5992,4687,4167
NARA,45,120,635,2666,5653,5926,6596,5118,4154
JAIR,1172,5359,13767,29071,34038,39524,16559,8771,4142
CASSIANO,226,403,518,570,751,2598,5537,7360,4126
EVELIM,,,,,33,92,488,1445,4121
ELOISE,,,38,117,240,286,708,1334,4091
LORANE,,,,,,29,211,2058,4083
OLIVIA,4168,6018,6503,5968,4353,2703,3809,3583,4070
CICERA,979,3397,7402,14575,20382,26806,20803,10250,4064
JESICA,,,,,34,130,1809,17064,4045
IURE,,,,,23,100,453,2619,4040
GEORGE,113,350,722,1939,3701,7050,10511,7814,4039
NADIA,90,252,1198,5127,9898,9992,12271,8475,4031
INGRED,,,23,72,78,141,752,4060,4026
RENAM,,,22,35,86,171,1575,4486,4005
CAUANI,,,,,,,22,364,3998
KATIA,23,62,555,5336,31514,55953,49531,16715,3992
ALEF,,,,,,20,103,9705,3988
WENDER,,,,,51,1950,3048,4226,3983
ALEXANDER,,21,48,103,572,5819,3951,6052,3962
GERSON,493,2028,4988,10479,20541,21138,13434,9816,3939
RUAM,,,,,,34,185,1134,3915
EMELI,,,,,,25,115,703,3887
ELIZABETE,559,1579,5475,22001,33947,31255,17859,7322,3882
WESLLEY,,,,,36,229,1225,3949,3872
GABRIELLI,,,,,,44,293,1603,3870
LAISSA,,,,,,38,304,1999,3867
EMELY,,,,,,30,134,890,3861
LIGIA,728,1460,2848,5507,6706,7711,13117,7084,3859
RAINE,,,,26,49,103,384,3276,3844
CAUAM,,,,,,,,117,3836
GEFERSON,,,41,132,475,1789,5311,8893,3835
JUSSARA,49,202,1397,9301,14621,15147,14615,9653,3832
LUCIENE,20,116,592,3544,24127,54252,44078,14106,3826
JAMILLY,,,,,,34,315,856,3823
THEO,,27,26,40,48,154,315,389,3819
NELSON,4024,15412,32098,45405,45127,29493,17281,7926,3815
MAXUEL,,,,81,204,912,3006,5048,3809
LAINE,,,27,93,205,277,792,3115,3808
WELLITON,,,42,161,641,2017,4727,6159,3806
GISELI,,,28,90,724,2587,8943,4868,3800
KEMILI,,,,,,,47,350,3798
FAGNER,,,36,75,212,807,14386,10902,3785
JOSIELE,,,,,32,310,3948,6490,3784
YURE,,,,,24,93,492,2458,3784
VICENTE,5851,13969,22313,28226,26427,13173,8005,4587,3778
KAYKE,,,,,,,25,366,3777
KAWAN,,,,,,,,266,3770
CHRISTIAN,,,30,72,218,2113,1610,3640,3766
MEL,,,,,23,34,144,180,3758
LUCIO,465,1324,3133,6913,10324,14718,10619,4805,3747
MACIEL,33,88,183,363,1276,3147,8846,7708,3740
DALILA,1117,1726,2201,2562,1964,1748,5179,7420,3733
ELIZEU,301,674,1495,2908,4991,6259,6953,5372,3726
KELIANE,,,,,,258,2792,4777,3725
LUCIA,3979,9227,22895,71686,92020,54376,23378,6636,3720
KLEBER,41,176,343,1024,2928,8840,12803,5733,3718
GENILSON,,47,193,764,2974,7268,10627,7396,3703
JULHA,152,260,267,254,191,116,247,743,3696
KIARA,,,,,,131,402,567,3688
IZABELI,,,,,,26,137,662,3687
KAUAM,,,,,,,,109,3669
MIRELI,,,,,,167,893,2069,3664
LAYSA,,,,,,39,285,1120,3649
KEMILY,,,,,,,39,402,3649
GLEISON,,,,37,261,2418,7390,8256,3643
MIZAEL,68,188,445,842,1481,2076,3527,3862,3632
KEZIA,,,,,111,662,1823,3173,3632
KAREM,,,,29,161,640,1877,3888,3626
KAIKY,,,,,,,,149,3624
DIENIFER,,,,,,,517,3352,3618
CHAIANE,,,,,,26,969,2870,3611
GERALDO,10029,29624,56005,80862,86930,43625,21157,8522,3603
ROMARIO,85,266,636,1106,1841,2095,10511,39740,3601
CALEBE,,,,24,54,126,472,1342,3599
RAICA,,,,,,52,125,379,3598
RIVALDO,87,557,1388,2334,3952,4643,3148,3873,3596
ROSIANE,,,30,250,2422,10100,19149,12413,3590
THAINARA,,,,,,,226,4183,3586
IANA,,,43,95,256,521,1935,2962,3584
MARCIEL,20,50,98,193,865,2629,8005,7413,3575
DERICK,,,,,,24,271,1366,3569
PATRIC,,,,,27,279,1796,5103,3568
GEANE,,,80,327,2463,9259,13941,9667,3554
RIAM,,,,,,,26,125,3552
KAUANA,,,,,,,222,2011,3525
MARCELI,,,20,86,497,1740,3202,3093,3505
MIKAELI,,,,,,,187,1505,3500
HANNA,27,33,31,25,37,94,614,2674,3498
SAMOEL,29,45,108,215,378,607,1296,1953,3498
ELISON,,,49,114,274,754,2619,3809,3494
IZABELLA,,,,,63,179,701,2233,3478
NATHALY,,,,,,39,457,1349,3469
NATIELI,,,,,,,509,2836,3468
RHUAN,,,,,,,174,1503,3466
AILA,,58,62,268,1044,870,1172,2295,3463
LUCIELE,,,,22,124,456,1648,2690,3452
CAIKE,,,,,,,62,1306,3451
INACIO,1484,3148,5426,7265,6879,4163,3380,2275,3445
STEPHANIE,,,,,,37,1354,5643,3429
KEMILLY,,,,,,,30,297,3429
CAREN,,,29,76,274,1108,2471,3850,3425
THAYNARA,,,,,,,235,4628,3423
SILMARA,,,70,427,5061,13109,13647,9394,3414
LINCON,33,89,174,336,605,1257,2193,3212,3409
LAISE,,53,89,154,288,379,2431,4823,3406
CELSO,882,3074,9590,25783,37368,27685,16276,7124,3404
ELISEU,292,698,1590,3332,5970,6576,6694,4572,3403
BERNADO,196,423,681,782,836,747,966,895,3399
ARTU,51,65,94,100,156,154,244,996,3395
LEO,169,570,890,1391,1642,2084,3007,2898,3390
EDMILSON,93,669,2314,6913,23868,29100,19251,7920,3386
LUCIANE,,25,58,371,7554,33456,27334,9332,3380
RAY,,,21,40,57,101,304,1810,3359
LUIGI,57,137,144,113,162,195,307,881,3356
RAYSA,,,,,,,219,1875,3353
ADRIELLY,,,,,,,315,2004,3349
JEANE,,49,197,558,3177,11243,15326,9699,3343
SIDNEI,120,514,2130,6036,14501,27490,23287,8045,3332
LORRAN,,,,,,,147,2044,3320
TATIELE,,,,,,58,1679,5593,3317
EVELY,,,,44,71,94,249,752,3312
GLEIDSON,,,,29,158,1600,5552,4957,3307
RODOLFO,474,1215,1779,2444,3688,4946,19161,19307,3302
DEIVIDE,,,,37,56,140,1253,2152,3294
TAINAR,,,,,,,153,2721,3290
WILIANE,,,,,29,137,956,2730,3289
NICOLLE,,,,,,21,224,929,3289
IANE,,,58,131,280,664,1552,2682,3274
WELISON,,,,,46,288,1313,3710,3273
ROSA,15097,25958,42157,67179,71023,55682,20160,6658,3270
PAULINA,2012,3053,3359,3206,2383,1430,1248,1162,3268
ELIS,42,135,277,459,2666,5933,6608,3590,3260
JOISE,,,,51,114,384,2640,5033,3249
CLEISON,,,,,146,1145,3290,5898,3246
GILVAN,44,249,1059,3333,9736,15962,16522,7715,3245
LAYLA,,,,,21,95,759,1844,3235
ADSON,,30,109,251,710,1649,3142,3327,3229
TALIS,,,,23,66,152,812,3316,3228
RAMOM,,72,71,155,285,533,2203,4816,3221
GEISIANE,,,,,31,276,3392,6360,3219
LIANDRA,,,,,55,299,362,1683,3206
MILLENA,,,,,,86,351,1787,3205
RAIZA,,,,,,32,552,4897,3204
VANDERLEI,74,624,3664,9780,29982,46068,24737,9430,3200
ELIZANGELA,,23,40,112,572,33496,40228,11063,3188
GEISA,25,121,275,655,1501,2782,9100,7037,3188
JOABE,,,47,125,456,1165,2741,4035,3175
SUELI,500,1829,11888,49022,78135,60691,31286,8061,3172
ALESANDRA,,,,,123,4227,5374,4129,3164
ATILA,46,83,137,277,757,1185,4133,3810,3163
DARA,,,31,49,47,73,163,7648,3157
RANA,,,,,27,71,260,1451,3157
KAMILY,,,,,,,29,123,3157
NILTON,701,3314,8232,16386,24670,27086,14411,7178,3150
HEBERT,,50,96,228,527,1465,3676,3655,3150
FRANCIANE,,,,,89,1546,7600,7104,3142
THAISSA,,,,,,51,448,1107,3136
JACIARA,,51,203,1133,3615,5652,7556,8591,3130
KAILA,,,,,,46,146,558,3117
EDILENE,,57,345,1512,11141,21209,23987,10651,3104
RAFAELI,,,,,,53,967,1803,3104
SUELLEN,,,,22,73,176,6802,6898,3100
HUMBERTO,577,1616,3193,6195,9205,9425,7945,4967,3099
AIRTON,134,1076,3348,8221,14885,8756,5763,7905,3098
LAUREN,,,,38,61,146,549,1229,3095
MAGNO,52,244,493,1160,2850,6217,14697,10263,3092
MICHELLE,,,21,32,160,4391,16918,7961,3084
EDERSON,,,41,113,636,4331,17450,7383,3084
WELLINTON,,,64,199,689,1973,4562,5438,3080
MARISA,123,1220,5588,16864,26766,22781,13025,6776,3077
MANUELLA,,,,,,89,505,666,3076
ESDRAS,24,85,166,291,603,1091,1985,2238,3057
KESSIA,,,,,23,343,1385,3375,3043
RAQUELE,,,,,,35,170,283,3043
JONATHA,,,,,27,85,1589,5035,3034
NADSON,,,,31,152,450,1354,2275,3027
AFONSO,1530,3611,6484,9220,9136,5294,4083,6292,3024
LARYSSA,,,,,,31,339,2243,3024
TAUANI,,,,,,,78,1239,3017
KAUN,,,,,,,,99,3014
DAMIAO,518,1977,5598,7531,15142,19729,16689,9130,3007
TARCISIO,113,876,2355,4071,4563,4683,6650,6533,3005
HENRRIQUE,47,103,175,186,381,481,1050,2229,3003
RONI,,143,406,866,2486,6059,8478,6051,2994
ADRIELY,,,,,,21,337,1921,2989
ANITA,2529,5399,7827,7280,5037,2917,2189,1162,2983
NINA,152,322,558,799,824,666,1042,957,2973
KIMBERLY,,,,,,,47,1857,2972
TANIA,51,281,4234,25354,68086,38505,24538,8588,2971
ADRIELLE,,,,,,36,665,2932,2959
LUCIMARA,,,76,491,4825,17676,15997,7797,2956
FLAVIANE,,,,,59,1212,5660,5591,2955
VALQUIRIA,152,584,1479,3302,7127,15618,18701,9004,2954
MARIELI,,,,,51,191,1709,3510,2951
ILANA,,,,51,210,524,1320,2465,2936
TEREZA,8747,30545,46049,54710,42513,20247,9797,4280,2934
ANY,,70,41,42,116,209,542,1148,2932
DAVILA,,,,,44,87,409,1276,2924
UESLEI,,,,,42,261,1293,3141,2922
CLAUDIANE,,,,34,211,2978,9843,8843,2919
EDVALDO,242,1628,5917,14069,27450,31638,22603,8166,2918
NICHOLAS,,,,,,53,357,1693,2915
EDGAR,766,2292,4161,5536,7702,7595,9799,5670,2914
GIAN,,,34,48,181,734,1114,3880,2912
DOMINIQUE,,,,69,100,156,639,1830,2910
ARIANA,,,24,66,174,970,12284,6619,2901
MAIKON,,,,,,196,2890,5074,2900
MIKAELA,,,,,,53,440,2688,2900
RIANA,,,,,20,55,154,216,2891
GENIFER,,,,,,56,462,1851,2889
VALESCA,31,88,126,121,287,1758,2239,3869,2888
LORAINE,,,36,86,173,208,744,2618,2887
EZEQUIAS,69,178,400,997,1739,2358,2965,2956,2885
SANTIAGO,141,291,347,437,491,687,1509,1656,2881
JAIME,1535,5466,9826,15368,18057,13387,10051,5838,2873
NATA,,,,,39,65,152,1310,2872
NAELI,,,,,,23,69,279,2862
VALMIR,140,1221,4933,13824,33232,33218,19752,7448,2855
WELLIGTON,,20,61,292,839,2519,5129,5140,2855
ELVIS,,20,23,141,1231,4122,6924,9805,2847
RUBIA,,28,54,535,1293,5124,7086,5381,2834
IRAN,39,184,562,1260,2506,3494,2998,2088,2822
MAITE,,,,,55,178,1271,1749,2822
KAIANE,,,,,,,70,603,2816
ADAILTON,22,117,582,1686,6109,12287,12028,7929,2815
TIFANI,,,,,,,107,1313,2812
THAISA,,,,36,60,319,2519,4849,2807
MONALISA,,,,38,140,918,3945,4561,2803
ROSEANE,,,44,622,3927,12707,20171,11946,2802
ROSILENE,,50,346,2138,18916,46375,35447,11702,2801
EVELI,,,46,113,178,148,237,641,2800
SORAIA,,41,105,685,7027,9788,7989,4716,2797
VALDIR,742,4383,16035,36263,57888,43041,19815,7159,2796
WASHINGTON,123,208,537,2043,4173,7382,9357,7283,2795
DANIELLY,,,,,,294,1691,2435,2793
RAIMUNDA,16455,31166,50089,59429,59644,42823,25346,9556,2792
VITORIO,623,1169,1800,1940,1545,825,542,570,2790
SAFIRA,77,113,150,214,241,231,397,657,2789
TAUANA,,,,,,,511,2904,2787
ALESANDRO,,,,24,88,2815,4404,3333,2768
WANESSA,,,,28,104,831,4067,3522,2767
LAYANE,,,,,,25,594,2715,2766
NIVIA,34,115,300,521,1025,3354,3337,1932,2759
JAKELINE,,,,20,444,1412,4766,6453,2751
JESSE,91,332,736,1531,2397,2712,6192,5113,2745
CAMILLA,,,,,27,344,2941,4356,2744
LORRANY,,,,,,,112,1512,2744
KETELEN,,,,,,,130,1096,2744
RAQUELI,,,,,,38,243,305,2741
JACKELINE,,,,29,844,2154,6401,7124,2739
ELDER,,63,135,556,2025,3023,8637,5499,2736
ALEJANDRO,,21,58,146,231,284,253,392,2731
CLEIDIANE,,,,,64,1180,11425,10805,2730
EDIVAN,,26,131,514,2273,5737,8200,5430,2730
KAROLINA,,23,28,26,31,153,1255,3658,2725
WENDELL,,,,,,1190,1304,2101,2722
KAILAINE,,,,,,,,26,2720
EMANUELY,,,,,,25,201,480,2717
ELITON,,,50,109,428,1039,3122,3780,2711
WELTON,,,57,200,757,2435,7337,6643,2709
JEREMIAS,105,302,614,1203,2190,2705,3413,3127,2709
ORLANDO,2905,8466,15410,19827,21324,14959,10498,5358,2708
ADENILSON,,20,122,597,3723,10670,9994,6427,2707
EDVAN,,40,159,701,3153,7386,9891,5917,2706
JORDAN,,,30,87,200,306,974,3999,2705
DAFNE,,,,,23,77,431,939,2702
LIA,342,926,1203,1956,2358,2548,3061,2391,2701
RAIAN,,,,,,,81,1450,2699
ESMERALDA,1131,2150,3021,3465,3581,2184,1148,468,2698
NILSON,403,2090,5926,14578,27221,27385,14815,6681,2697
MARIAH,,23,36,47,62,72,453,818,2695
SAMELA,,,,,,55,528,2210,2693
ELIAN,,,37,166,396,649,724,717,2691
NAILA,,,57,114,151,188,779,1666,2689
TAISE,,,,,60,571,4671,8004,2688
THAYS,,,,,51,278,1773,6031,2688
WELIGTON,,,46,205,762,2024,4382,4654,2688
EMILIA,5271,7424,8447,8875,7285,4307,4365,3072,2688
ALANIS,,,,,,,24,284,2688
NIVEA,60,162,354,572,1100,3948,3579,1859,2679
SUZANE,,25,34,157,647,1333,4302,5727,2677
JOVANA,,,,29,139,495,577,1012,2672
